Departamento,Provincia,Distrito,Sexo,Edad,Donacion,Cantidad
Cajamarca,Celendín,Oxamarca,Hombre,23,SI,1
Cajamarca,Celendín,Oxamarca,Hombre,23,NO,29
Cajamarca,Celendín,Oxamarca,Hombre,23,NE,41
Cajamarca,Celendín,Oxamarca,Hombre,24,SI,4
Cajamarca,Celendín,Oxamarca,Hombre,24,NO,36
Cajamarca,Celendín,Oxamarca,Hombre,24,NE,23
Cajamarca,Celendín,Oxamarca,Hombre,25,SI,5
Cajamarca,Celendín,Oxamarca,Hombre,25,NO,45
Cajamarca,Celendín,Oxamarca,Hombre,25,NE,26
Cajamarca,Celendín,Oxamarca,Mujer,18,NO,12
Cajamarca,Celendín,Oxamarca,Mujer,18,NE,53
Cajamarca,Celendín,Oxamarca,Mujer,19,NO,20
Cajamarca,Celendín,Oxamarca,Mujer,19,NE,52
Cajamarca,Celendín,Oxamarca,Mujer,20,SI,2
Cajamarca,Celendín,Oxamarca,Mujer,20,NO,13
Cajamarca,Celendín,Oxamarca,Mujer,20,NE,44
Cajamarca,Celendín,Oxamarca,Mujer,21,SI,3
Cajamarca,Celendín,Oxamarca,Mujer,21,NO,17
Cajamarca,Celendín,Oxamarca,Mujer,21,NE,45
Cajamarca,Celendín,Oxamarca,Mujer,22,SI,1
Cajamarca,Celendín,Oxamarca,Mujer,22,NO,16
Cajamarca,Celendín,Oxamarca,Mujer,22,NE,49
Cajamarca,Celendín,Oxamarca,Mujer,23,NO,30
Cajamarca,Celendín,Oxamarca,Mujer,23,NE,60
Cajamarca,Celendín,Oxamarca,Mujer,24,SI,1
Cajamarca,Celendín,Oxamarca,Mujer,24,NO,24
Cajamarca,Celendín,Oxamarca,Mujer,24,NE,38
Cajamarca,Celendín,Oxamarca,Mujer,25,SI,1
